Import Date,ISID,Project,Protein,Modality,Control Type,Stress Condition,Temp. (°C),Time (Days),Well ID,Protein Conc (mg/mL),Sample Name,Notebook#,pH,Buffer,Arginine (mM),NaCl (mM),PS80 (%),Sucrose (%),Trehalose (%),Additional Excipient Name,Additional Excipient Unit,Additional Excipient Conc,CE-SDS NR - %Purity Sum,CE-SDS NR - Δ %Purity,CE-SDS NR - Abs (Δ %Purity),CE-SDS Red - %Purity Main Peak,CE-SDS Red - %Purity Sum,CE-SDS Red - Δ %Purity,CE-SDS Red - Abs (Δ %Purity),UV-Vis - A350-A500,cIEF - %Main,cIEF - %Acidic,cIEF - %Basic,cIEF - Δ %Main,cIEF - Δ %Acidic,cIEF - Δ %Basic,cIEF - Abs (Δ %Main),cIEF - Abs (Δ %Acidic),cIEF - Abs (Δ %Basic),DSF - Tm1 (°C),DSF - Tm2 (°C),FC - Initial - 0.22 μm conc. (cells/mL),FC - Initial - 0.45 μm conc. (cells/mL),FC - Initial - 0.88 μm conc. (cells/mL),FC - Initial - 1 μm conc. (cells/mL),FC - Initial - 1.35 μm conc. (cells/mL),FC - Initial - 2 μm conc. (cells/mL),FC - Initial - 5 μm conc. (cells/mL),FC - Initial - 10 μm conc. (cells/mL),FC - Initial - 25 μm conc. (cells/mL),FC - Stress - 0.22 μm conc. (cells/mL),FC - Stress - 0.45 μm conc. (cells/mL),FC - Stress - 0.88 μm conc. (cells/mL),FC - Stress - 1 μm conc. (cells/mL),FC - Stress - 1.35 μm conc. (cells/mL),FC - Stress - 2 μm conc. (cells/mL),FC - Stress - 5 μm conc. (cells/mL),FC - Stress - 10 μm conc. (cells/mL),FC - Stress - 25 μm conc. (cells/mL),AVG__2_UM,AVG__5_UM,AVG__25_UM,AVG_2_50_UM,AVG__100_UM,AVG_PARTICLE_COVERAGE____,RP-UPLC %Main,RP-UPLC %Pre-Peak,RP-UPLC %Post-Peak,RP-UPLC - Δ %Main,RP-UPLC - Δ %Pre-Peak,RP-UPLC - Δ %Post-Peak,RP-UPLC - Abs (Δ %Main),RP-UPLC - Abs (Δ %Pre-Peak),RP-UPLC - Abs (Δ %Post-Peak),UP-SEC - %Monomer,UP-SEC - %LMW,UP-SEC - %HMW,UP-SEC - Δ %Monomer,UP-SEC - Δ %LMW,UP-SEC - Δ %HMW,UP-SEC - Abs(Δ %Monomer),UP-SEC - Abs(Δ %LMW),UP-SEC - Abs(Δ %HMW),BATCH_BIOREG_ID,C_BIOREG_ID,FRAMEWORK,MERCK_NAME,PI,MW,IMPORTED_DATA_FILE_NAME,TARGETS,REAGENT_TYPE,Simplified Excipients,1st Excipient in Sample,2nd Excipient in Sample,#Conc for Excipient1,Origin of data
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,Light stress 0.2 x,,,,,L133_DCC712_Photo,NB-penglei5-5060234-0003,6,Histidine,0,0,0,8,0,,,,99.7,-0.2,0.2,73.34,99.97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.67,0,3.33,,,,,,,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,Light stress 0.2 x,,,,,L133_DCC712_Photo_CT,NB-penglei5-5060234-0003,6,Histidine,0,0,0,8,0,,,,99.9,0,0,75.2,99.95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.87,0,1.13,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_Glu_4_2w25C,NB-penglei5-5060234-0003,4,Glutamate,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_Glu_4_2w40C,NB-penglei5-5060234-0003,4,Glutamate,0,0,0,0,0,,,,97.4,-1.5,1.5,71.82,99.31,-0.3,0.3,,51.44,28.02,20.53,-6.2,3.3,2.9,6.2,3.3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.28,0,0.72,0.3,0,-0.3,0.3,0,0.3,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_Glu_4_T0,NB-penglei5-5060234-0003,4,Glutamate,0,0,0,0,0,,,,98.9,0,0,74.42,99.55,0,0,,57.62,24.73,17.65,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.98,0,1.02,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_Glu_5_2w25C,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.97,0,0.03,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_Glu_5_2w40C,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,0,0,,,,98.9,-0.3,0.3,73.15,99.78,0.1,0.1,,56.99,25.22,17.79,-4.1,2.4,1.6,4.1,2.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.16,0,0.84,0.2,0,-0.2,0.2,0,0.2,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_Glu_5_S_2w25C,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_Glu_5_S_2w40C,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,7,0,,,,98.5,-0.8,0.8,73.01,99.74,0,0,,,,,-4.3,6.1,-1.8,4.3,39.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_Glu_5_S_T0,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,7,0,,,,99.3,0,0,74.69,99.64,-0.1,0.1,,,,,-2.1,1.7,0.4,2.1,34.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_Glu_5_T0,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,0,0,,,,99.2,0,0,74.76,99.77,0.1,0.1,,61.06,22.78,16.16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.98,0,1.02,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_His_5.5_2w25C,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94,0,0.06,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_His_5.5_2w40C,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,0,0,,,,98.4,-0.6,0.6,72.95,99.74,0.1,0.1,,57.18,24.84,17.97,-3.9,4,-0.1,3.9,4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.21,0,0.79,0.3,0,-0.3,0.3,0,0.3,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_His_5.5_S_2w25C,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.92,0,0.08,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_His_5.5_S_2w40C,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,7,0,,,,98.6,-0.4,0.4,72.92,99.69,0.2,0.2,,54.86,26.96,18.19,0.3,-0.9,0.6,0.3,-0.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25,0,0.75,0.3,0,-0.3,0.3,0,0.3,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_His_5.5_S_T0,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,7,0,,,,99,0,0,74.57,99.53,0,0,,54.57,27.82,17.61,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93,0,1.07,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_His_5.5_T0,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,0,0,,,,99,0,0,74.65,99.56,0,0,,61.09,20.86,18.04,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95,0,1.05,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_His_5.5_T_2w25C,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,0,0.1,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Trehalose,-,Trehalose,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_His_5.5_T_2w40C,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,0,7,,,,98.8,-0.2,0.2,72.88,99.64,0,0,,58.74,26.13,15.14,0.2,1.8,-2,0.2,1.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.19,0,0.81,0.2,0,-0.2,0.2,0,0.2,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Trehalose,-,Trehalose,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_His_5.5_T_T0,NB-penglei5-5060234-0003,5.5,Histidine,0,0,0,0,7,,,,99,0,0,74.48,99.56,0,0,,58.52,24.34,17.14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95,0,1.05,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Trehalose,-,Trehalose,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_His_6_2w25C,NB-penglei5-5060234-0003,6,Histidine,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98,0,0.02,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_His_6_2w40C,NB-penglei5-5060234-0003,6,Histidine,0,0,0,0,0,,,,98.8,-0.4,0.4,73.09,99.65,0.1,0.1,,56.83,26.96,16.21,-7.4,7.9,-0.4,7.4,7.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.49,0,0.51,0.5,0,-0.5,0.5,0,0.5,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_His_6_S_2w25C,NB-penglei5-5060234-0003,6,Histidine,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_His_6_S_2w40C,NB-penglei5-5060234-0003,6,Histidine,0,0,0,7,0,,,,98.5,-0.7,0.7,73.03,99.69,0.1,0.1,,,,,-3.8,3.8,0,3.8,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_His_6_S_T0,NB-penglei5-5060234-0003,6,Histidine,0,0,0,7,0,,,,99.2,0,0,74.71,99.62,0,0,,,,,-2.7,2.7,0,2.7,33.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_His_6_T0,NB-penglei5-5060234-0003,6,Histidine,0,0,0,0,0,,,,99.1,-0.1,0.1,74.62,99.59,0,0,,64.27,19.1,16.64,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97,0,1.03,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_His_7_2w25C,NB-penglei5-5060234-0003,7,Histidine,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94,0,0.06,0.9,0,-0.9,0.9,0,0.9,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_His_7_2w40C,NB-penglei5-5060234-0003,7,Histidine,0,0,0,0,0,,,,98.5,-0.7,0.7,73.04,99.7,0,0,,51.8,35.59,12.61,-8.3,12.7,-4.4,8.3,12.7,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_His_7_T0,NB-penglei5-5060234-0003,7,Histidine,0,0,0,0,0,,,,99.2,0,0,74.63,99.68,0,0,,60.08,22.91,17.01,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.03,0,0.97,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_Succinate_5.5_S_2w25C,NB-penglei5-5060234-0003,5.5,Succinate,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91,0,0.09,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_Succinate_5.5_S_2w40C,NB-penglei5-5060234-0003,5.5,Succinate,0,0,0,7,0,,,,98.3,-0.7,0.7,72.75,99.67,0,0,,47.08,34.84,18.08,-8.2,9.4,-1.2,8.2,9.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.16,0,0.84,0.2,0,-0.2,0.2,0,0.2,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_Succinate_5.5_S_T0,NB-penglei5-5060234-0003,5.5,Succinate,0,0,0,7,0,,,,99,0,0,74.61,99.71,0,0,,55.3,25.46,19.24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93,0,1.07,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_Succinate_5_S_2w25C,NB-penglei5-5060234-0003,5,Succinate,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,1,0,-1,1,0,1,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_Succinate_5_S_2w40C,NB-penglei5-5060234-0003,5,Succinate,0,0,0,7,0,,,,98.6,-0.2,0.2,72.49,99.59,0.1,0.1,,47.03,36.23,16.75,-5.5,7.8,-2.3,5.5,7.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.31,0,0.69,0.3,0,-0.3,0.3,0,0.3,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_Succinate_5_S_T0,NB-penglei5-5060234-0003,5,Succinate,0,0,0,7,0,,,,98.8,0,0,74.34,99.53,0,0,,52.5,28.43,19.08,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97,0,1.03,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_Succinate_6_S_2w25C,NB-penglei5-5060234-0003,6,Succinate,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.63,0,0.37,0.7,0,-0.7,0.7,0,0.7,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_Succinate_6_S_2w40C,NB-penglei5-5060234-0003,6,Succinate,0,0,0,7,0,,,,98.4,-0.7,0.7,72.8,99.7,0,0,,48.21,35.44,16.35,-6.7,9,-2.3,6.7,9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.13,0,0.87,0.2,0,-0.2,0.2,0,0.2,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_Succinate_6_S_T0,NB-penglei5-5060234-0003,6,Succinate,0,0,0,7,0,,,,99.1,0,0,74.6,99.69,0,0,,54.89,26.42,18.69,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93,0,1.07,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000238_004,ADC,MULTIPLE CONTROL,Light stress 0.2 x,,,,,D238_L830_LT_0.2x,NB-penglei5-5060234-0003,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.09,0,1.91,-1,0,1,1,0,1,DCC000238_004,DCC000238,,mal-AA-PAB-MMAE,8.42,145439.425,,,,N/A,-,-,0,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000238_004,ADC,MULTIPLE CONTROL,Light stress 0.2 x,,,,,D238_L830_LT_CT,NB-penglei5-5060234-0003,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09,0,0.91,0,0,0,0,0,0,DCC000238_004,DCC000238,,mal-AA-PAB-MMAE,8.42,145439.425,,,,N/A,-,-,0,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000250_003,ADC,MULTIPLE CONTROL,Light stress 0.2 x,,,,,D250_L177_LT_0.2x,NB-penglei5-5060234-0003,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.05,0.23,2.72,,,,,,,DCC000250_003,DCC000250,,Pyr-Ala-Ala-PAB-MMAE conjugate,8.42,145439.425,,,,N/A,-,-,0,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000250_003,ADC,MULTIPLE CONTROL,Light stress 0.2 x,,,,,D250_L177_LT_CT,NB-penglei5-5060234-0003,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72,0,1.28,,,,,,,DCC000250_003,DCC000250,,Pyr-Ala-Ala-PAB-MMAE conjugate,8.42,145439.425,,,,N/A,-,-,0,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_Glu_5_S_2w25C,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.77,0,0.23,0.8,0,-0.8,0.8,0,0.8,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_Glu_5_S_2w40C,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,7,0,,,,98.5,-0.8,0.8,73.01,99.74,0,0,,50.21,34.59,15.2,-3.8,7.8,-4,3.8,7.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17,0,0.83,0.2,0,-0.2,0.2,0,0.2,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_Glu_5_S_T0,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,7,0,,,,99.3,0,0,74.69,99.64,-0.1,0.1,,53.99,26.84,19.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93,0,1.07,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,25,14,,,L133_His_6_S_2w25C,NB-penglei5-5060234-0003,6,Histidine,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94,0,0.06,0.8,0,-0.8,0.8,0,0.8,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,40,14,,,L133_His_6_S_2w40C,NB-penglei5-5060234-0003,6,Histidine,0,0,0,7,0,,,,98.5,-0.7,0.7,73.03,99.69,0.1,0.1,,52,29.7,18.4,-2,1.8,0.3,2,1.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0.8,0,-0.8,0.8,0,0.8,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000712_002,ADC,MULTIPLE CONTROL,,5,0,,,L133_His_6_S_T0,NB-penglei5-5060234-0003,6,Histidine,0,0,0,7,0,,,,99.2,0,0,74.71,99.62,0,0,,53.95,27.92,18.13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.16,0,0.84,0,0,0,0,0,0,DCC000712_002,DCC000712,,,8.42,145439.425,,,,Sucrose,Sucrose,-,1,Protein Formulation Characterization Summary
11/13/2022,penglei5,Trop2,DCC000159_003,ADC,MULTIPLE CONTROL,,25,14,,,D159_Glu_5_2w25C,NB-penglei5-5060234-0003,5,Glutamate,0,0,0,0,0,,,,97.6,1.7,1.7,76.22,100,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,0,0.9,0.1,0,-0.1,0.1,0,0.1,DCC000159_003,DCC000159,,,8.42,145439.425,,,,N/A,-,-,1,Protein Formulation Characterization Summary
